32 2.3071 2.29602
48 3.3697 3.33296
64 4.83483 4.82519
96 6.57054 6.56787
128 11.0026 10.9799
192 15.4982 15.437
256 20.0788 20.0882
384 25.6111 25.4674
512 36.2749 36.111
768 45.5974 45.4722
1024 80.2337 79.8343
1536 102.516 102.166
2048 133.606 133.195
3072 191.825 190.562
4096 244.613 242.057
6144 334.534 332.948
8192 415.371 411.884
12288 540.507 535.564
16384 636.277 627.702
24576 774.335 763.087
32768 870.931 858.205
